0.0896983	0.100955	0.227858	0.218501	0.124772	0.238216	
0.0616184	0.0211718	0.251058	0.248634	0.197197	0.220321	
0.0536897	0.0328258	0.230663	0.21343	0.150016	0.319376	
0.0865584	0.0667209	0.231172	0.109189	0.374371	0.131989	
0.0369429	0.0265863	0.127448	0.398402	0.181554	0.229066	
0.25834	0.0725724	0.20682	0.0326029	0.263191	0.166474	
0.173082	0.0759794	0.229444	0.118474	0.225687	0.177334	
0.0559259	0.06372	0.106693	0.497441	0.0825895	0.193631	
0.0537391	0.0868339	0.202278	0.183107	0.20041	0.273631	
0.0513095	0.0645575	0.176968	0.290307	0.155628	0.261229	
0.0535228	0.00740045	0.151451	0.461543	0.0560925	0.269991	
0.028188	0.0242119	0.255671	0.129785	0.340364	0.221779	
0.157074	0.135692	0.11145	0.0671052	0.288428	0.24025	
0.0264717	0.0208472	0.0721253	0.0428806	0.557183	0.280492	
0.104862	0.0644184	0.164589	0.380457	0.144125	0.141549	
0.0809696	0.0338758	0.069752	0.44709	0.110816	0.257497	
0.199182	0.146739	0.110061	0.297695	0.0797217	0.166602	
0.0154913	0.0118861	0.147635	0.493286	0.124064	0.207637	
0	0	0.313369	0.0718491	0.154062	0.460721	
0.0796876	0.144579	0.169039	0.220806	0.178184	0.207704	
0.175324	0.158741	0.230192	0.113995	0.233959	0.0877884	
0.0441031	0.05848	0.173136	0.274479	0.161183	0.288619	
0.0277842	0.0282021	0.135719	0.405387	0.143998	0.258909	
0.112028	0.0579414	0.18456	0.0885928	0.329094	0.227784	
0.0720502	0.0205009	0.205808	0.281762	0.199768	0.220111	
0.108043	0.0651978	0.056556	0.408404	0.0576203	0.304178	
0.0942359	0.063007	0.151273	0.268013	0.254857	0.168614	
0.0583076	0.0761195	0.0727573	0.333304	0.102347	0.357164	
0.122329	0.0747778	0.194594	0.0484935	0.533021	0.0267834	
0.104577	0.0414898	0.277032	0.0247956	0.435412	0.116694	
0.102473	0.0882094	0.263383	0.10003	0.295447	0.150457	
