0.0159915	0.123612	0.0252168	0.0933003	0.0377964	0.704083	
0.0622666	0.0474128	0.240125	0.227614	0.144136	0.278446	
0.0181686	0.0111121	0.0638633	0.361438	0.221787	0.32363	
0.0318523	0.0398131	0.0643536	0.439989	0.0866074	0.337385	
0.0758562	0.0495806	0.107425	0.329445	0.184861	0.252833	
0.0617826	0.0870694	0.307037	0.00134719	0.326453	0.216311	
2.72043e-013	1.90296e-013	0.0926	0.4444	6.50339e-013	0.463	
0.042576	0.00749781	0.500419	0.0179554	0.396862	0.0346897	
0.00110208	0.131691	0.0010342	0.11493	0.00180488	0.749438	
0.052297	0.205459	0.311799	0.125458	0.152529	0.152458	
0.0941155	0.0340161	0.177034	0.380248	0.0922079	0.222379	
0.236544	0.00739167	0.209857	0.203322	0.0230273	0.319858	
0.198033	0.0331954	0.116673	0.318525	0.0733191	0.260255	
0.181736	0.0410433	0.115559	0.141057	0.265746	0.254859	
0.157916	0.170693	0.509021	0.0198971	0.121743	0.0207298	
0.189601	0.0972374	0.598622	0.00217904	0.109333	0.00302722	
0.0631039	0.0572084	0.12497	0.440233	0.0933	0.221184	
0.216118	0.0197072	0.247076	0.0924216	0.10625	0.318426	
0.0641619	0.027048	0.155195	0.224824	0.174935	0.353837	
0.0939208	0.080974	0.24636	0.100483	0.265904	0.212358	
0.00229845	0.00133634	0.00380411	0.781811	0.00343142	0.207318	
0.0801036	0.0584553	0.0333174	0.347295	0.10377	0.377058	
0.0129645	0.00716419	0.147301	0.0751482	0.448438	0.308984	
0.117612	6.22554e-017	0.0588059	2.23005e-016	0.117612	0.705971	
0.0805939	0.0532417	0.120094	0.312767	0.186869	0.246435	
0.0379175	0.0453624	0.108406	0.123224	0.387675	0.297415	
0.0356333	0.0445577	0.0942047	0.521798	0.128925	0.174881	
0.0911034	0.0603297	0.183169	0.200564	0.23858	0.226253	
0.144196	0.0832306	0.212818	0.158406	0.188064	0.213285	
0.00535468	0.0359046	0.135403	0.355644	0.111399	0.356295	
0.0733816	0.0552851	0.0903507	0.419124	0.135455	0.226403	
0.0808022	0.0698921	0.201699	0.242968	0.205868	0.198771	
0.0623231	0.0530208	0.132308	0.295747	0.218045	0.238556	
0.124692	0.0314535	0.342355	0.2347	0.102242	0.164557	
0.0197577	0.0397313	0.0549364	0.543416	0.0880841	0.254075	
0.235638	0.00679371	0.0223849	0.246148	0.173721	0.315314	
0.298201	0.0947507	0.35941	0.0772427	0.0919662	0.0784301	
0.10583	0.091444	0.138994	0.25275	0.115261	0.295721	
0.220118	0.132181	0.122653	0.137979	0.11081	0.276259	
0.192413	0.241723	0.35488	0.00927445	0.193439	0.00827036	
0.0150887	0.00962934	0.0238247	0.106001	0.0387759	0.80668	
0.109059	0.0414198	0.31759	0.276113	0.136216	0.119602	
0.05138	0.0526875	0.133272	0.319201	0.195948	0.247512	
0.218	0.2749	0.1327	3.66245e-011	0.2227	0.1517	
0.0661227	0.0514331	0.144899	0.163886	0.341366	0.232293	
0.0495061	0.0511498	0.13264	0.347881	0.184433	0.234389	
0.0195227	0.243075	0.0493024	0.191742	0.0573113	0.439047	
0.0241614	0.0141039	0.0387596	0.655012	0.0505669	0.217396	
0.134704	0.104829	0.1104	0.0331487	0.245797	0.371121	
0.12708	0.0741568	0.195397	0.230073	0.1829	0.190393	
0.160291	0.0566144	0.178007	0.2068	0.107225	0.291063	
0.113968	0.000390513	0.197066	0.0068063	0.468857	0.212912	
1.39614e-015	0.188219	1.09074e-015	0.152915	1.1191e-015	0.658866	
0.0502948	0.0197016	0.293073	0.412382	0.0536227	0.170926	
0.0664413	0.0295076	0.123982	0.187114	0.446296	0.146658	
0.0189614	0.013111	0.0237028	0.0693158	0.0444492	0.83046	
0.147115	0.19922	0.135525	0.0521317	0.332495	0.133514	
0.0899441	0.0528627	0.138554	0.273499	0.185466	0.259674	
0.00176066	0.000518838	0.343188	0.109812	0.0148473	0.529874	
0.221316	0.154987	0.223205	0.0876281	0.228517	0.0843475	
0.0726317	0.0856342	0.0815878	0.359445	0.0820465	0.318655	
0.0483551	0.0387797	0.226111	0.283523	0.183848	0.219383	
0.0542496	0.053012	0.0517539	0.444135	0.137554	0.259295	
0.00298158	0.0407688	0.329289	0.163429	0.120167	0.343365	
0.133143	0.0503752	0.142485	0.097534	0.264116	0.312347	
0.0440153	0.0168206	0.321696	0.404878	0.0676965	0.144893	
0.00263658	0.0334604	0.00873888	0.559804	0.0312534	0.364106	
0.0562877	0.0381206	0.11468	0.355552	0.124612	0.310748	
0.0945398	0.0628518	0.184597	0.205245	0.244367	0.2084	
0.0683433	0.0444511	0.111469	0.182192	0.152143	0.441403	
0.0584877	0.0590612	0.147128	0.28762	0.213432	0.234272	
0.0608762	0.0615629	0.119564	0.321998	0.197076	0.238923	
0.0995217	0.0651523	0.230657	0.124471	0.383982	0.0962161	
0.0493485	0.0281978	0.157298	0.329888	0.221097	0.21417	
0.239083	0.153836	0.346819	0.00817377	0.0777542	0.174333	
0.0786771	0.0731125	0.243465	0.0740979	0.337959	0.192689	
0.0527371	0.0322547	0.150775	0.171384	0.364332	0.228517	
0.000331607	0.000202815	0.000775544	0.879892	0.000733293	0.118064	
0.0915829	0.0538259	0.140838	0.270119	0.188765	0.25487	
0.32207	0.0749622	0.330733	0.0377301	0.148975	0.085529	
0.0461935	0.00596757	0.0882152	0.0882263	0.710006	0.0613919	
0.135926	0.0328317	0.128684	0.15913	0.328312	0.215116	
0.0608208	0.0415819	0.124072	0.351305	0.128964	0.293257	
0.0966941	0.0549013	0.180598	0.170892	0.26869	0.228224	
0.0366009	0.0853989	0.390195	1.56012e-006	0.170705	0.317098	
1.1303e-008	9.35028e-009	0.6667	3.47617e-008	2.45764e-008	0.3333	
0.132648	0.0618216	0.275866	0.0291193	0.456872	0.0436734	
0.0913228	0.102686	0.133147	0.195359	0.21031	0.267175	
0.000128515	0.00024877	0.0223557	0.681043	0.0447616	0.251463	
0.0963098	0.0402224	0.130959	0.230121	0.384568	0.11782	
